Room_number,Squares,Floor,Place,Price
1,40.0,12,Советскии,4000000
2,50.0,14,Октябрьскии,5550000
2,70.0,4,Октябрьскии,14500000
1,37.5,10,Первомаискии,3600000
3,60.0,4,Советскии,5900000
2,55.0,3,Первомаискии,5400000
2,74.0,16,Железнодорожныи,6000000
3,76.6,7,Ворошиловскии,7700000
1,37.0,5,Советскии,3840000
1,44.0,4,Советскии,5000000
1,33.0,3,Первомаискии,3100000
2,40.0,3,Советскии,5650000
0,31.0,3,Ворошиловскии,3400000
2,38.0,2,Пролетарскии,1950000
2,63.0,10,Железнодорожныи,5600000
1,40.0,7,Железнодорожныи,4150000
0,30.0,2,Советскии,3300000
1,40.0,7,Ворошиловскии,3800000
0,28.0,14,Железнодорожныи,3700000
2,54.0,7,Ворошиловскии,5000000
1,37.0,8,Советскии,4250000
1,52.0,8,Ворошиловскии,4998000
1,40.0,12,Советскии,4000000
2,50.0,14,Октябрьскии,5550000
2,70.0,4,Октябрьскии,14500000
1,37.5,10,Первомаискии,3600000
3,60.0,4,Советскии,5900000
2,55.0,3,Первомаискии,5400000
2,74.0,16,Железнодорожныи,6000000
3,76.6,7,Ворошиловскии,7700000
1,37.0,5,Советскии,3840000
1,44.0,4,Советскии,5000000
1,33.0,3,Первомаискии,3100000
2,40.0,3,Советскии,5650000
0,31.0,3,Ворошиловскии,3400000
2,38.0,2,Пролетарскии,1950000
2,63.0,10,Железнодорожныи,5600000
1,40.0,7,Железнодорожныи,4150000
0,30.0,2,Советскии,3300000
2,50.5,5,Кировскии,6490000
1,40.0,7,Ворошиловскии,3800000
0,28.0,14,Железнодорожныи,3700000
2,54.0,7,Ворошиловскии,5000000
1,37.0,8,Советскии,4250000
1,52.0,8,Ворошиловскии,4998000
0,28.4,9,Пролетарскии,4100000
2,58.0,8,Ленинскии,9050000
2,48.0,3,Пролетарскии,5000000
1,27.0,8,Советскии,4000000
2,74.0,8,Пролетарскии,8800000
2,47.0,3,Советскии,3980000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
3,76.6,7,Ворошиловскии,7700000
1,38.0,4,Железнодорожныи,3800000
1,37.0,5,Советскии,3840000
1,44.0,4,Советскии,5000000
1,33.0,3,Первомаискии,3100000
2,40.0,3,Советскии,5650000
0,31.0,3,Ворошиловскии,3400000
2,38.0,2,Пролетарскии,1950000
2,63.0,10,Железнодорожныи,5600000
1,40.0,7,Железнодорожныи,4150000
0,30.0,2,Советскии,3300000
2,50.5,5,Кировскии,6490000
1,40.0,7,Ворошиловскии,3800000
0,28.0,14,Железнодорожныи,3700000
2,54.0,7,Ворошиловскии,5000000
1,37.0,8,Советскии,4250000
1,52.0,8,Ворошиловскии,4998000
0,28.4,9,Пролетарскии,4100000
2,58.0,8,Ленинскии,9050000
2,48.0,3,Пролетарскии,5000000
1,27.0,8,Советскии,4000000
2,74.0,8,Пролетарскии,8800000
2,47.0,3,Советскии,3980000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
0,27.0,2,Советскии,2950000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
1,44.0,4,Советскии,5000000
1,33.0,3,Первомаискии,3100000
2,40.0,3,Советскии,5650000
0,31.0,3,Ворошиловскии,3400000
1,33.0,15,Ленинскии,5100000
2,38.0,2,Пролетарскии,1950000
2,63.0,10,Железнодорожныи,5600000
1,40.0,7,Железнодорожныи,4150000
0,30.0,2,Советскии,3300000
2,50.5,5,Кировскии,6490000
1,40.0,7,Ворошиловскии,3800000
0,28.0,14,Железнодорожныи,3700000
2,54.0,7,Ворошиловскии,5000000
1,37.0,8,Советскии,4250000
1,52.0,8,Ворошиловскии,4998000
0,28.4,9,Пролетарскии,4100000
2,58.0,8,Ленинскии,9050000
2,48.0,3,Пролетарскии,5000000
1,27.0,8,Советскии,4000000
2,74.0,8,Пролетарскии,8800000
2,80.0,9,Кировскии,19000000
2,47.0,3,Советскии,3980000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
0,27.0,2,Советскии,2950000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
1,32.0,5,Ворошиловскии,3200000
1,45.0,4,Советскии,4050000
2,41.0,7,Советскии,4300000
2,42.0,4,Советскии,5000000
1,30.0,3,Ворошиловскии,2800000
2,50.5,5,Кировскии,6490000
1,35.0,2,Железнодорожныи,3750000
1,40.0,7,Ворошиловскии,3800000
0,28.0,14,Железнодорожныи,3700000
2,54.0,7,Ворошиловскии,5000000
1,37.0,8,Советскии,4250000
1,52.0,8,Ворошиловскии,4998000
0,28.4,9,Пролетарскии,4100000
2,58.0,8,Ленинскии,9050000
2,48.0,3,Пролетарскии,5000000
1,27.0,8,Советскии,4000000
2,74.0,8,Пролетарскии,8800000
2,80.0,9,Кировскии,19000000
2,47.0,3,Советскии,3980000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
0,27.0,2,Советскии,2950000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
1,32.0,5,Ворошиловскии,3200000
1,45.0,4,Советскии,4050000
2,41.0,7,Советскии,4300000
2,42.0,4,Советскии,5000000
1,30.0,3,Ворошиловскии,2800000
1,32.0,2,Ворошиловскии,3950000
2,45.0,5,Советскии,4400000
0,28.0,25,Ленинскии,5245000
1,42.0,3,Советскии,6800000
2,43.0,2,Советскии,4000000
2,49.0,7,Ворошиловскии,5400000
0,30.0,18,Пролетарскии,3650000
0,28.4,9,Пролетарскии,4100000
3,87.0,9,Ворошиловскии,8990000
2,58.0,8,Ленинскии,9050000
2,48.0,3,Пролетарскии,5000000
1,27.0,8,Советскии,4000000
2,74.0,8,Пролетарскии,8800000
2,80.0,9,Кировскии,19000000
2,56.0,7,Советскии,6100000
2,47.0,3,Советскии,3980000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
0,27.0,2,Советскии,2950000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
1,32.0,5,Ворошиловскии,3200000
1,45.0,4,Советскии,4050000
2,41.0,7,Советскии,4300000
2,42.0,4,Советскии,5000000
1,30.0,3,Ворошиловскии,2800000
1,32.0,2,Ворошиловскии,3950000
2,45.0,5,Советскии,4400000
0,28.0,25,Ленинскии,5245000
1,42.0,3,Советскии,6800000
2,43.0,2,Советскии,4000000
2,49.0,7,Ворошиловскии,5400000
0,30.0,18,Пролетарскии,3650000
1,41.0,15,Железнодорожныи,4500000
3,60.0,3,Ворошиловскии,4800000
1,38.0,4,Ворошиловскии,4500000
1,36.0,15,Октябрьскии,4200000
3,75.0,10,Советскии,9500000
1,43.0,7,Советскии,5800000
3,65.0,8,Советскии,6500000
1,40.0,9,Октябрьскии,5990000
2,45.0,4,Советскии,5000000
1,38.0,9,Кировскии,5200000
0,27.0,2,Советскии,2950000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
2,50.0,9,Советскии,6500000
1,32.0,5,Ворошиловскии,3200000
1,45.0,4,Советскии,4050000
2,41.0,7,Советскии,4300000
2,42.0,4,Советскии,5000000
1,30.0,3,Ворошиловскии,2800000
1,40.0,9,Октябрьскии,5500000
1,32.0,2,Ворошиловскии,3950000
2,45.0,5,Советскии,4400000
0,28.0,25,Ленинскии,5245000
1,42.0,3,Советскии,6800000
2,43.0,2,Советскии,4000000
2,49.0,7,Ворошиловскии,5400000
0,30.0,18,Пролетарскии,3650000
1,41.0,15,Железнодорожныи,4500000
3,60.0,3,Ворошиловскии,4800000
1,38.0,4,Ворошиловскии,4500000
1,36.0,15,Октябрьскии,4200000
3,75.0,10,Советскии,9500000
2,54.0,8,Ленинскии,7800000
1,22.0,9,Советскии,2355555
2,50.0,10,Советскии,7000000
2,54.6,7,Советскии,5100000
3,94.0,6,Советскии,10000000
1,37.0,8,Советскии,4150000
3,63.0,9,Советскии,6800000
2,60.4,3,Первомаискии,7200000
2,50.0,9,Советскии,6500000
1,32.0,5,Ворошиловскии,3200000
1,45.0,4,Советскии,4050000
2,41.0,7,Советскии,4300000
2,42.0,4,Советскии,5000000
1,30.0,3,Ворошиловскии,2800000
1,40.0,9,Октябрьскии,5500000
1,32.0,2,Ворошиловскии,3950000
2,45.0,5,Советскии,4400000
0,28.0,25,Ленинскии,5245000
1,42.0,3,Советскии,6800000
1,30.0,1,Ворошиловскии,2800000
2,43.0,2,Советскии,4000000
2,49.0,7,Ворошиловскии,5400000
0,30.0,18,Пролетарскии,3650000
1,41.0,15,Железнодорожныи,4500000
2,44.0,2,Советскии,4100000
3,60.0,3,Ворошиловскии,4800000
1,38.0,4,Ворошиловскии,4500000
1,36.0,15,Октябрьскии,4200000
3,75.0,10,Советскии,9500000
2,54.0,8,Ленинскии,7800000
1,22.0,9,Советскии,2355555
2,50.0,10,Советскии,7000000
2,54.6,7,Советскии,5100000
2,42.0,1,Железнодорожныи,3550000
1,38.0,8,Ворошиловскии,3750000
1,38.0,5,Советскии,4300000
1,39.0,13,Ворошиловскии,2750000
1,32.0,2,Ворошиловскии,3950000
2,45.0,5,Советскии,4400000
0,28.0,25,Ленинскии,5245000
1,42.0,3,Советскии,6800000
1,30.0,1,Ворошиловскии,2800000
2,49.9,9,Октябрьскии,5000000
2,43.0,2,Советскии,4000000
2,49.0,7,Ворошиловскии,5400000
0,30.0,18,Пролетарскии,3650000
1,41.0,15,Железнодорожныи,4500000
2,44.0,2,Советскии,4100000
3,60.0,3,Ворошиловскии,4800000
1,38.0,4,Ворошиловскии,4500000
1,36.0,15,Октябрьскии,4200000
3,75.0,10,Советскии,9500000
2,54.0,8,Ленинскии,7800000
1,22.0,9,Советскии,2355555
2,50.0,10,Советскии,7000000
3,65.0,7,Ворошиловскии,6700000
2,54.6,7,Советскии,5100000
2,42.0,1,Железнодорожныи,3550000
1,38.0,8,Ворошиловскии,3750000
1,38.0,5,Советскии,4300000
1,39.0,13,Ворошиловскии,2750000
3,60.0,8,Советскии,5600000
1,38.0,9,Советскии,4050000
0,30.0,18,Пролетарскии,4200000
1,34.0,17,Пролетарскии,4500000
3,79.0,3,Советскии,7600000
2,44.0,3,Первомаискии,3500000
3,80.0,5,Советскии,9800000
2,56.0,12,Железнодорожныи,5900000
1,41.0,15,Железнодорожныи,4500000
3,60.0,3,Ворошиловскии,4800000
1,38.0,4,Ворошиловскии,4500000
1,36.0,15,Октябрьскии,4200000
3,75.0,10,Советскии,9500000
3,65.0,7,Ворошиловскии,6700000
2,54.0,8,Ленинскии,7800000
2,42.0,1,Железнодорожныи,3550000
1,22.0,9,Советскии,2355555
2,50.0,10,Советскии,7000000
2,44.0,12,Октябрьскии,5990000
2,54.6,7,Советскии,5100000
3,60.0,8,Советскии,5600000
1,38.0,8,Ворошиловскии,3750000
1,38.0,5,Советскии,4300000
1,39.0,13,Ворошиловскии,2750000
3,79.0,3,Советскии,7600000
1,38.0,9,Советскии,4050000
0,30.0,18,Пролетарскии,4200000
1,34.0,17,Пролетарскии,4500000
4,100.0,8,Советскии,7900000
2,44.0,3,Первомаискии,3500000
3,80.0,5,Советскии,9800000
2,56.0,12,Железнодорожныи,5900000
3,52.0,5,Советскии,4550000
1,39.0,4,Железнодорожныи,4500000
2,50.0,10,Советскии,7000000
1,32.0,4,Ворошиловскии,3600000
1,32.0,18,Пролетарскии,4400000
2,55.0,5,Ворошиловскии,5800000
0,30.0,6,Октябрьскии,5500000
0,30.0,15,Ленинскии,4650000
2,54.6,7,Советскии,5100000
2,42.0,1,Железнодорожныи,3550000
1,38.0,8,Ворошиловскии,3750000
1,38.0,5,Советскии,4300000
2,44.0,12,Октябрьскии,5990000
1,39.0,13,Ворошиловскии,2750000
3,60.0,8,Советскии,5600000
1,38.0,9,Советскии,4050000
0,30.0,18,Пролетарскии,4200000
2,42.0,4,Октябрьскии,6000000
1,34.0,17,Пролетарскии,4500000
3,79.0,3,Советскии,7600000
2,44.0,3,Первомаискии,3500000
3,80.0,5,Советскии,9800000
0,29.0,16,Кировскии,5500000
2,56.0,12,Железнодорожныи,5900000
4,100.0,8,Советскии,7900000
1,39.0,4,Железнодорожныи,4500000
2,50.0,10,Советскии,7000000
1,32.0,4,Ворошиловскии,3600000
3,52.0,5,Советскии,4550000
2,55.0,5,Ворошиловскии,5800000
0,30.0,6,Октябрьскии,5500000
0,30.0,15,Ленинскии,4650000
1,32.0,18,Пролетарскии,4400000
1,38.0,8,Советскии,3500000
1,42.0,5,Железнодорожныи,4190000
2,56.0,6,Советскии,5030000
1,30.0,6,Советскии,2900000
1,35.0,16,Первомаискии,5587000
2,50.0,15,Советскии,7000000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
3,79.0,3,Советскии,7600000
2,44.0,3,Первомаискии,3500000
3,80.0,5,Советскии,9800000
0,29.0,16,Кировскии,5500000
2,56.0,12,Железнодорожныи,5900000
4,100.0,8,Советскии,7900000
1,39.0,4,Железнодорожныи,4500000
2,50.0,10,Советскии,7000000
1,40.0,9,Октябрьскии,5200000
1,32.0,4,Ворошиловскии,3600000
3,52.0,5,Советскии,4550000
2,55.0,5,Ворошиловскии,5800000
0,30.0,6,Октябрьскии,5500000
4,76.0,19,Советскии,8100000
0,30.0,15,Ленинскии,4650000
1,32.0,18,Пролетарскии,4400000
1,38.0,8,Советскии,3500000
1,42.0,5,Железнодорожныи,4190000
2,56.0,6,Советскии,5030000
1,30.0,6,Советскии,2900000
1,35.0,16,Первомаискии,5587000
2,50.0,15,Советскии,7000000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
2,50.0,10,Советскии,7000000
1,40.0,9,Октябрьскии,5200000
1,32.0,4,Ворошиловскии,3600000
3,52.0,5,Советскии,4550000
2,55.0,5,Ворошиловскии,5800000
0,30.0,6,Октябрьскии,5500000
4,76.0,19,Советскии,8100000
0,30.0,15,Ленинскии,4650000
1,32.0,18,Пролетарскии,4400000
1,38.0,8,Советскии,3500000
1,42.0,5,Железнодорожныи,4190000
2,56.0,6,Советскии,5030000
1,30.0,6,Советскии,2900000
1,35.0,16,Первомаискии,5587000
2,50.0,15,Советскии,7000000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Ленинскии,4650000
1,32.0,18,Пролетарскии,4400000
1,38.0,8,Советскии,3500000
1,42.0,5,Железнодорожныи,4190000
1,41.0,22,Ворошиловскии,5200000
2,56.0,6,Советскии,5030000
1,30.0,6,Советскии,2900000
1,35.0,16,Первомаискии,5587000
2,50.0,15,Советскии,7000000
3,58.0,3,Советскии,5900000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
2,56.0,6,Советскии,5030000
1,30.0,6,Советскии,2900000
1,35.0,16,Первомаискии,5587000
2,50.0,15,Советскии,7000000
3,58.0,3,Советскии,5900000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
2,41.0,5,Советскии,4550000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
3,71.0,2,Железнодорожныи,10500000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,7,Железнодорожныи,6350000
1,36.0,5,Ворошиловскии,4400000
3,65.0,7,Первомаискии,5200000
4,104.6,6,Пролетарскии,7850000
1,45.0,12,Советскии,4000000
2,41.0,5,Советскии,4550000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
3,71.0,2,Железнодорожныи,10500000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,44.4,2,Пролетарскии,3850000
1,29.0,4,Ворошиловскии,2900000
2,57.0,6,Пролетарскии,10300000
1,38.0,5,Пролетарскии,3800000
1,25.0,8,Советскии,3200000
1,38.0,7,Пролетарскии,5050000
1,41.0,18,Кировскии,7650000
1,31.0,8,Советскии,3150000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
3,71.0,2,Железнодорожныи,10500000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,45.0,20,Октябрьскии,6000000
1,40.0,11,Железнодорожныи,4380000
1,45.0,6,Железнодорожныи,4500000
0,27.0,11,Советскии,3000000
3,83.0,2,Советскии,10000000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
3,71.0,2,Железнодорожныи,10500000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
1,38.0,13,Октябрьскии,5700000
3,52.0,2,Пролетарскии,4950000
2,53.0,6,Советскии,5200000
0,30.0,15,Октябрьскии,5000000
2,48.0,4,Советскии,4350000
3,73.0,4,Советскии,6300000
1,30.0,7,Пролетарскии,4600000
3,71.0,2,Железнодорожныи,10500000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,11,Советскии,6500000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,36.0,5,Советскии,3360000
1,34.0,3,Советскии,3550000
2,51.0,7,Ворошиловскии,4800000
2,57.0,11,Советскии,6500000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,60.0,12,Советскии,9000000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,37.0,4,Кировскии,7550000
1,38.0,10,Советскии,4150000
2,54.0,4,Советскии,4850000
1,38.0,9,Советскии,4150000
2,54.0,5,Советскии,5200000
2,43.5,3,Советскии,3910000
2,51.0,7,Ворошиловскии,4800000
2,57.0,11,Советскии,6500000
2,57.0,7,Железнодорожныи,6350000
2,56.5,3,Ворошиловскии,10500000
2,50.0,5,Советскии,4500000
2,60.0,12,Советскии,9000000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,37.0,4,Кировскии,7550000
1,38.0,10,Советскии,4150000
2,54.0,4,Советскии,4850000
1,38.0,9,Советскии,4150000
2,54.0,5,Советскии,5200000
2,43.5,3,Советскии,3910000
3,64.0,5,Первомаискии,5700000
2,42.0,3,Октябрьскии,4500000
2,50.0,5,Советскии,4500000
2,60.0,12,Советскии,9000000
2,46.0,2,Ворошиловскии,5200000
3,64.0,1,Октябрьскии,2350000
2,54.0,3,Советскии,4700000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,37.0,4,Кировскии,7550000
1,38.0,10,Советскии,4150000
2,54.0,4,Советскии,4850000
1,38.0,9,Советскии,4150000
2,54.0,5,Советскии,5200000
2,43.5,3,Советскии,3910000
3,64.0,5,Первомаискии,5700000
2,42.0,3,Октябрьскии,4500000
2,49.0,5,Октябрьскии,5900000
3,70.0,11,Октябрьскии,10000000
4,61.0,1,Кировскии,4500000
1,37.0,7,Советскии,3830000
2,58.3,10,Кировскии,10900000
1,41.0,7,Советскии,4050000
1,37.0,5,Советскии,3890000
2,50.0,10,Советскии,5990000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,37.0,4,Кировскии,7550000
1,38.0,10,Советскии,4150000
2,54.0,4,Советскии,4850000
1,38.0,9,Советскии,4150000
2,54.0,5,Советскии,5200000
2,43.5,3,Советскии,3910000
3,64.0,5,Первомаискии,5700000
2,42.0,3,Октябрьскии,4500000
2,49.0,5,Октябрьскии,5900000
3,70.0,11,Октябрьскии,10000000
4,61.0,1,Кировскии,4500000
1,37.0,7,Советскии,3830000
1,30.0,2,Железнодорожныи,3490000
1,40.0,10,Советскии,3900000
1,29.0,4,Советскии,3000000
0,30.0,7,Октябрьскии,5450000
0,28.0,4,Советскии,3600000
3,56.0,1,Пролетарскии,5900000
1,42.0,6,Железнодорожныи,5600000
1,38.0,5,Советскии,3700000
2,49.2,6,Железнодорожныи,5100000
2,50.0,9,Советскии,5400000
0,27.0,5,Советскии,3150000
2,60.0,9,Советскии,5600000
1,30.0,2,Октябрьскии,2550000
2,42.0,9,Советскии,5600000
1,37.0,4,Кировскии,7550000
